x1,x2,y
0.9993056,0.6249592,0.7353716
0.4194786,0.7287088,1.0860085
0.2251840,0.7231200,1.3130022
0.9774493,0.1051513,0.2064798
0.2637048,0.3806352,0.7907356
0.1102849,0.8592793,1.3648675
0.3735249,0.6631632,1.0769245
0.7940174,0.2714654,0.3564434
0.0856901,0.0039991,0.0271437
0.1717010,0.3092778,0.9288136
0.2454246,0.3143732,0.9599440
0.3734103,0.8549148,1.2880051
0.5960332,0.5259285,0.7072591
0.6823835,0.3943233,0.5795654
0.3849188,0.2066749,0.5157891
0.9282159,0.5939188,0.4192203
0.5557971,0.8157651,1.0976362
0.5334839,0.5264130,0.7249791
0.0098122,0.3212321,1.6945234
0.7156371,0.5922918,0.6305773
0.7936235,0.9296302,0.8014226
0.9700865,0.7876147,0.6992739
0.0463143,0.4411348,1.5137562
0.1663734,0.0466939,0.4179325
